H,date,week
29.15,2022-10-07,2240
29.23,2022-10-08,2240
29.31,2022-10-09,2240
29.4,2022-10-10,2241
29.44,2022-10-11,2241
29.48,2022-10-12,2241
29.49,2022-10-13,2241
29.51,2022-10-14,2241
29.52,2022-10-15,2241
29.53,2022-10-16,2241
29.54,2022-10-17,2242
29.56,2022-10-18,2242
29.58,2022-10-19,2242
29.6,2022-10-20,2242
29.62,2022-10-21,2242
29.67,2022-10-22,2242
29.71,2022-10-23,2242
29.79,2022-10-24,2243
29.86,2022-10-25,2243
29.93,2022-10-26,2243
30.01,2022-10-27,2243
30.09,2022-10-28,2243
30.17,2022-10-29,2243
30.26,2022-10-30,2243
30.28,2022-10-31,2244
30.36,2022-11-01,2244
30.44,2022-11-02,2244
30.53,2022-11-03,2244
30.61,2022-11-04,2244
30.73,2022-11-05,2244
30.84,2022-11-06,2244
30.96,2022-11-07,2245
31.04,2022-11-08,2245
31.12,2022-11-09,2245
31.2,2022-11-10,2245
31.26,2022-11-11,2245
31.32,2022-11-12,2245
31.38,2022-11-13,2245
31.44,2022-11-14,2246
31.49,2022-11-15,2246
31.54,2022-11-16,2246
31.6,2022-11-17,2246
31.65,2022-11-18,2246
31.71,2022-11-19,2246
31.66,2022-11-20,2246
31.61,2022-11-21,2247
31.56,2022-11-22,2247
31.51,2022-11-23,2247
31.52,2022-11-24,2247
31.51,2022-11-25,2247
31.51,2022-11-26,2247
31.51,2022-11-27,2247
31.55,2022-11-28,2248
31.59,2022-11-29,2248
31.62,2022-11-30,2248
31.66,2022-12-01,2248
31.7,2022-12-02,2248
31.76,2022-12-03,2248
31.82,2022-12-04,2248
31.88,2022-12-05,2249
31.92,2022-12-06,2249
31.96,2022-12-07,2249
31.98,2022-12-08,2249
31.99,2022-12-09,2249
32,2022-12-10,2249
32,2022-12-11,2249
31.99,2022-12-12,2250
31.96,2022-12-13,2250
31.93,2022-12-14,2250
31.97,2022-12-15,2250
32.02,2022-12-16,2250
32.06,2022-12-17,2250
32.02,2022-12-18,2250
31.97,2022-12-19,2251
31.93,2022-12-20,2251
31.88,2022-12-21,2251
31.84,2022-12-22,2251
31.79,2022-12-23,2251
31.74,2022-12-24,2251
31.7,2022-12-25,2251
31.65,2022-12-26,2252
31.61,2022-12-27,2252
31.56,2022-12-28,2252
31.52,2022-12-29,2252
31.47,2022-12-30,2252
31.42,2022-12-31,2252
31.38,2023-01-01,2352
31.33,2023-01-02,2301
31.3,2023-01-03,2301
31.26,2023-01-04,2301
31.24,2023-01-05,2301
31.21,2023-01-06,2301
31.21,2023-01-07,2301
31.2,2023-01-08,2301
31.2,2023-01-09,2302
31.13,2023-01-10,2302
31.06,2023-01-11,2302
31.06,2023-01-12,2302
31.08,2023-01-13,2302
31.1,2023-01-14,2302
31.12,2023-01-15,2302
31.14,2023-01-16,2303
31.16,2023-01-17,2303
31.18,2023-01-18,2303
31.2,2023-01-19,2303
31.22,2023-01-20,2303
31.24,2023-01-21,2303
31.27,2023-01-22,2303
31.29,2023-01-23,2304
31.31,2023-01-24,2304
31.33,2023-01-25,2304
31.35,2023-01-26,2304
31.37,2023-01-27,2304
31.38,2023-01-28,2304
31.38,2023-01-29,2304
31.39,2023-01-30,2305
31.39,2023-01-31,2305
31.41,2023-02-01,2305
31.43,2023-02-02,2305
31.45,2023-02-03,2305
31.46,2023-02-04,2305
31.48,2023-02-05,2305
31.57,2023-02-06,2306
31.68,2023-02-07,2306
31.78,2023-02-08,2306
31.81,2023-02-09,2306
31.83,2023-02-10,2306
31.86,2023-02-11,2306
31.89,2023-02-12,2306
31.91,2023-02-13,2307
31.92,2023-02-14,2307
31.94,2023-02-15,2307
31.95,2023-02-16,2307
31.96,2023-02-17,2307
31.97,2023-02-18,2307
31.99,2023-02-19,2307
32,2023-02-20,2308
32.01,2023-02-21,2308
32.02,2023-02-22,2308
32.04,2023-02-23,2308
32.05,2023-02-24,2308
32.06,2023-02-25,2308
32.07,2023-02-26,2308
32.09,2023-02-27,2309
32.09,2023-02-28,2309
32.13,2023-03-01,2309
32.17,2023-03-02,2309
32.22,2023-03-03,2309
32.33,2023-03-04,2309
32.44,2023-03-05,2309
32.55,2023-03-06,2310
32.55,2023-03-07,2310
32.55,2023-03-08,2310
32.53,2023-03-09,2310
32.52,2023-03-10,2310
32.5,2023-03-11,2310
32.49,2023-03-12,2310
32.47,2023-03-13,2311
32.5,2023-03-14,2311
32.54,2023-03-15,2311
32.57,2023-03-16,2311
32.6,2023-03-17,2311
32.63,2023-03-18,2311
32.66,2023-03-19,2311
32.69,2023-03-20,2312
32.67,2023-03-21,2312
32.65,2023-03-22,2312
32.63,2023-03-23,2312
32.61,2023-03-24,2312
32.59,2023-03-25,2312
32.57,2023-03-26,2312
32.55,2023-03-27,2313
32.5,2023-03-28,2313
32.45,2023-03-29,2313
32.37,2023-03-30,2313
32.28,2023-03-31,2313
32.25,2023-04-01,2313
32.21,2023-04-02,2313
32.17,2023-04-03,2314
32.14,2023-04-04,2314
32.1,2023-04-05,2314
32.06,2023-04-06,2314
32.02,2023-04-07,2314
31.98,2023-04-08,2314
31.94,2023-04-09,2314
31.9,2023-04-10,2315
31.87,2023-04-11,2315
31.82,2023-04-12,2315
31.8,2023-04-13,2315
31.78,2023-04-14,2315
31.76,2023-04-15,2315
31.75,2023-04-16,2315
31.73,2023-04-17,2316
31.72,2023-04-18,2316
31.7,2023-04-19,2316
31.69,2023-04-20,2316
31.67,2023-04-21,2316
31.66,2023-04-22,2316
31.64,2023-04-23,2316
31.62,2023-04-24,2317
31.61,2023-04-25,2317
31.59,2023-04-26,2317
31.58,2023-04-27,2317
31.56,2023-04-28,2317
31.55,2023-04-29,2317
31.55,2023-04-30,2317
31.57,2023-05-01,2318
31.59,2023-05-02,2318
31.6,2023-05-03,2318
31.6,2023-05-04,2318
31.6,2023-05-05,2318
31.6,2023-05-06,2318
31.61,2023-05-07,2318
31.61,2023-05-08,2319
31.64,2023-05-09,2319
31.66,2023-05-10,2319
31.69,2023-05-11,2319
31.72,2023-05-12,2319
31.75,2023-05-13,2319
31.78,2023-05-14,2319
31.8,2023-05-15,2320
31.83,2023-05-16,2320
31.86,2023-05-17,2320
31.89,2023-05-18,2320
31.92,2023-05-19,2320
31.88,2023-05-20,2320
31.85,2023-05-21,2320
31.82,2023-05-22,2321
31.78,2023-05-23,2321
31.75,2023-05-24,2321
31.72,2023-05-25,2321
31.69,2023-05-26,2321
31.65,2023-05-27,2321
31.62,2023-05-28,2321
31.59,2023-05-29,2322
31.55,2023-05-30,2322
31.52,2023-05-31,2322
31.49,2023-06-01,2322
31.46,2023-06-02,2322
31.42,2023-06-03,2322
31.38,2023-06-04,2322
31.34,2023-06-05,2323
31.33,2023-06-06,2323
31.32,2023-06-07,2323
31.31,2023-06-08,2323
31.29,2023-06-09,2323
31.27,2023-06-10,2323
31.26,2023-06-11,2323
31.24,2023-06-12,2324
31.2,2023-06-13,2324
31.16,2023-06-14,2324
31.12,2023-06-15,2324
31.08,2023-06-16,2324
31.04,2023-06-17,2324
31,2023-06-18,2324
30.96,2023-06-19,2325
30.93,2023-06-20,2325
30.89,2023-06-21,2325
30.85,2023-06-22,2325
30.82,2023-06-23,2325
30.78,2023-06-24,2325
30.74,2023-06-25,2325
30.71,2023-06-26,2326
30.67,2023-06-27,2326
30.63,2023-06-28,2326
30.6,2023-06-29,2326
30.56,2023-06-30,2326
30.52,2023-07-01,2326
30.49,2023-07-02,2326
30.45,2023-07-03,2327
30.41,2023-07-04,2327
30.38,2023-07-05,2327
30.34,2023-07-06,2327
