PSOE,date,week
27.92,2011-12-15,1150
27.91,2011-12-16,1150
27.89,2011-12-17,1150
27.88,2011-12-18,1150
27.86,2011-12-19,1151
27.85,2011-12-20,1151
27.83,2011-12-21,1151
27.82,2011-12-22,1151
27.8,2011-12-23,1151
27.79,2011-12-24,1151
27.77,2011-12-25,1151
27.76,2011-12-26,1152
27.74,2011-12-27,1152
27.73,2011-12-28,1152
27.72,2011-12-29,1152
27.7,2011-12-30,1152
27.69,2011-12-31,1152
27.67,2012-01-01,1252
27.66,2012-01-02,1201
27.64,2012-01-03,1201
27.63,2012-01-04,1201
27.61,2012-01-05,1201
27.63,2012-01-06,1201
27.62,2012-01-07,1201
27.6,2012-01-08,1201
27.58,2012-01-09,1202
27.57,2012-01-10,1202
27.55,2012-01-11,1202
27.53,2012-01-12,1202
27.52,2012-01-13,1202
27.5,2012-01-14,1202
27.48,2012-01-15,1202
27.44,2012-01-16,1203
27.39,2012-01-17,1203
27.35,2012-01-18,1203
27.3,2012-01-19,1203
27.25,2012-01-20,1203
27.19,2012-01-21,1203
27.13,2012-01-22,1203
27.06,2012-01-23,1204
27,2012-01-24,1204
26.94,2012-01-25,1204
26.88,2012-01-26,1204
26.81,2012-01-27,1204
26.75,2012-01-28,1204
26.69,2012-01-29,1204
26.62,2012-01-30,1205
26.56,2012-01-31,1205
26.5,2012-02-01,1205
26.44,2012-02-02,1205
26.37,2012-02-03,1205
26.31,2012-02-04,1205
26.25,2012-02-05,1205
26.18,2012-02-06,1206
26.12,2012-02-07,1206
26.01,2012-02-08,1206
25.91,2012-02-09,1206
25.91,2012-02-10,1206
25.9,2012-02-11,1206
25.9,2012-02-12,1206
25.9,2012-02-13,1207
25.89,2012-02-14,1207
25.89,2012-02-15,1207
25.89,2012-02-16,1207
25.88,2012-02-17,1207
25.91,2012-02-18,1207
25.93,2012-02-19,1207
25.95,2012-02-20,1208
25.98,2012-02-21,1208
26,2012-02-22,1208
26.02,2012-02-23,1208
26.05,2012-02-24,1208
26.07,2012-02-25,1208
26.09,2012-02-26,1208
26.12,2012-02-27,1209
26.14,2012-02-28,1209
26.1,2012-02-29,1209
26.06,2012-03-01,1209
26.07,2012-03-02,1209
26.09,2012-03-03,1209
26.11,2012-03-04,1209
26.12,2012-03-05,1210
26.14,2012-03-06,1210
26.15,2012-03-07,1210
26.17,2012-03-08,1210
26.19,2012-03-09,1210
26.21,2012-03-10,1210
26.22,2012-03-11,1210
26.24,2012-03-12,1211
26.26,2012-03-13,1211
26.28,2012-03-14,1211
26.29,2012-03-15,1211
26.31,2012-03-16,1211
26.33,2012-03-17,1211
26.35,2012-03-18,1211
26.36,2012-03-19,1212
26.38,2012-03-20,1212
26.4,2012-03-21,1212
26.42,2012-03-22,1212
26.44,2012-03-23,1212
26.45,2012-03-24,1212
26.47,2012-03-25,1212
26.49,2012-03-26,1213
26.51,2012-03-27,1213
26.52,2012-03-28,1213
26.54,2012-03-29,1213
26.56,2012-03-30,1213
26.58,2012-03-31,1213
26.59,2012-04-01,1213
26.61,2012-04-02,1214
26.63,2012-04-03,1214
26.65,2012-04-04,1214
26.66,2012-04-05,1214
26.68,2012-04-06,1214
26.7,2012-04-07,1214
26.72,2012-04-08,1214
26.73,2012-04-09,1215
26.68,2012-04-10,1215
26.63,2012-04-11,1215
26.64,2012-04-12,1215
26.77,2012-04-13,1215
26.91,2012-04-14,1215
27.04,2012-04-15,1215
27.17,2012-04-16,1216
27.31,2012-04-17,1216
27.32,2012-04-18,1216
27.33,2012-04-19,1216
27.34,2012-04-20,1216
27.35,2012-04-21,1216
27.36,2012-04-22,1216
27.36,2012-04-23,1217
27.37,2012-04-24,1217
27.38,2012-04-25,1217
27.38,2012-04-26,1217
27.38,2012-04-27,1217
27.38,2012-04-28,1217
27.38,2012-04-29,1217
27.38,2012-04-30,1218
27.38,2012-05-01,1218
27.38,2012-05-02,1218
27.37,2012-05-03,1218
27.37,2012-05-04,1218
27.37,2012-05-05,1218
27.37,2012-05-06,1218
27.37,2012-05-07,1219
27.37,2012-05-08,1219
27.32,2012-05-09,1219
27.27,2012-05-10,1219
27.27,2012-05-11,1219
27.28,2012-05-12,1219
27.29,2012-05-13,1219
27.29,2012-05-14,1220
27.3,2012-05-15,1220
27.3,2012-05-16,1220
27.31,2012-05-17,1220
27.32,2012-05-18,1220
27.32,2012-05-19,1220
27.33,2012-05-20,1220
27.33,2012-05-21,1221
27.34,2012-05-22,1221
27.34,2012-05-23,1221
27.35,2012-05-24,1221
27.36,2012-05-25,1221
27.36,2012-05-26,1221
27.37,2012-05-27,1221
27.37,2012-05-28,1222
27.38,2012-05-29,1222
27.39,2012-05-30,1222
27.38,2012-05-31,1222
27.37,2012-06-01,1222
27.36,2012-06-02,1222
27.35,2012-06-03,1222
27.34,2012-06-04,1223
27.33,2012-06-05,1223
27.32,2012-06-06,1223
27.31,2012-06-07,1223
27.28,2012-06-08,1223
27.25,2012-06-09,1223
27.22,2012-06-10,1223
27.19,2012-06-11,1224
27.16,2012-06-12,1224
27.12,2012-06-13,1224
27.09,2012-06-14,1224
27,2012-06-15,1224
26.99,2012-06-16,1224
26.99,2012-06-17,1224
26.98,2012-06-18,1225
26.94,2012-06-19,1225
26.9,2012-06-20,1225
26.86,2012-06-21,1225
26.82,2012-06-22,1225
26.78,2012-06-23,1225
26.74,2012-06-24,1225
26.69,2012-06-25,1226
26.65,2012-06-26,1226
26.61,2012-06-27,1226
26.57,2012-06-28,1226
26.64,2012-06-29,1226
26.7,2012-06-30,1226
26.76,2012-07-01,1226
26.83,2012-07-02,1227
26.89,2012-07-03,1227
26.96,2012-07-04,1227
27.02,2012-07-05,1227
27.22,2012-07-06,1227
27.34,2012-07-07,1227
27.46,2012-07-08,1227
27.58,2012-07-09,1228
27.7,2012-07-10,1228
27.69,2012-07-11,1228
27.69,2012-07-12,1228
27.69,2012-07-13,1228
27.68,2012-07-14,1228
27.68,2012-07-15,1228
27.68,2012-07-16,1229
27.67,2012-07-17,1229
27.67,2012-07-18,1229
27.67,2012-07-19,1229
27.61,2012-07-20,1229
27.55,2012-07-21,1229
27.49,2012-07-22,1229
27.42,2012-07-23,1230
27.36,2012-07-24,1230
27.3,2012-07-25,1230
27.24,2012-07-26,1230
27.27,2012-07-27,1230
27.22,2012-07-28,1230
27.17,2012-07-29,1230
27.13,2012-07-30,1231
27.08,2012-07-31,1231
27,2012-08-01,1231
26.91,2012-08-02,1231
26.83,2012-08-03,1231
26.75,2012-08-04,1231
26.67,2012-08-05,1231
26.58,2012-08-06,1232
26.5,2012-08-07,1232
26.42,2012-08-08,1232
26.34,2012-08-09,1232
26.25,2012-08-10,1232
26.25,2012-08-11,1232
26.25,2012-08-12,1232
26.25,2012-08-13,1233
26.25,2012-08-14,1233
26.25,2012-08-15,1233
26.25,2012-08-16,1233
26.25,2012-08-17,1233
26.25,2012-08-18,1233
26.25,2012-08-19,1233
26.25,2012-08-20,1234
26.25,2012-08-21,1234
26.25,2012-08-22,1234
26.25,2012-08-23,1234
26.25,2012-08-24,1234
26.25,2012-08-25,1234
26.25,2012-08-26,1234
26.25,2012-08-27,1235
26.25,2012-08-28,1235
26.25,2012-08-29,1235
26.25,2012-08-30,1235
26.25,2012-08-31,1235
26.25,2012-09-01,1235
26.25,2012-09-02,1235
26.25,2012-09-03,1236
26.25,2012-09-04,1236
26.25,2012-09-05,1236
26.25,2012-09-06,1236
26.33,2012-09-07,1236
26.29,2012-09-08,1236
26.25,2012-09-09,1236
26.21,2012-09-10,1237
26.17,2012-09-11,1237
26.13,2012-09-12,1237
26.14,2012-09-13,1237
26.15,2012-09-14,1237
26.17,2012-09-15,1237
26.18,2012-09-16,1237
26.2,2012-09-17,1238
26.21,2012-09-18,1238
26.23,2012-09-19,1238
26.24,2012-09-20,1238
26.26,2012-09-21,1238
26.26,2012-09-22,1238
26.27,2012-09-23,1238
26.27,2012-09-24,1239
26.27,2012-09-25,1239
26.28,2012-09-26,1239
26.28,2012-09-27,1239
26.29,2012-09-28,1239
26.29,2012-09-29,1239
26.29,2012-09-30,1239
26.3,2012-10-01,1240
26.3,2012-10-02,1240
26.3,2012-10-03,1240
26.3,2012-10-04,1240
26.39,2012-10-05,1240
26.42,2012-10-06,1240
26.45,2012-10-07,1240
26.49,2012-10-08,1241
26.52,2012-10-09,1241
26.55,2012-10-10,1241
26.58,2012-10-11,1241
26.62,2012-10-12,1241
26.66,2012-10-13,1241
26.7,2012-10-14,1241
26.64,2012-10-15,1242
26.57,2012-10-16,1242
26.5,2012-10-17,1242
26.4,2012-10-18,1242
26.3,2012-10-19,1242
26.19,2012-10-20,1242
26.09,2012-10-21,1242
25.99,2012-10-22,1243
25.89,2012-10-23,1243
25.78,2012-10-24,1243
25.68,2012-10-25,1243
25.58,2012-10-26,1243
25.47,2012-10-27,1243
25.37,2012-10-28,1243
25.26,2012-10-29,1244
25.15,2012-10-30,1244
25.05,2012-10-31,1244
25.04,2012-11-01,1244
25.03,2012-11-02,1244
25.03,2012-11-03,1244
25.02,2012-11-04,1244
25.01,2012-11-05,1245
25.01,2012-11-06,1245
25,2012-11-07,1245
25.07,2012-11-08,1245
25.16,2012-11-09,1245
25.15,2012-11-10,1245
25.14,2012-11-11,1245
25.12,2012-11-12,1246
25.11,2012-11-13,1246
25.1,2012-11-14,1246
25.09,2012-11-15,1246
25.08,2012-11-16,1246
25.06,2012-11-17,1246
25.05,2012-11-18,1246
25.04,2012-11-19,1247
25.03,2012-11-20,1247
25.02,2012-11-21,1247
25,2012-11-22,1247
24.99,2012-11-23,1247
24.98,2012-11-24,1247
24.97,2012-11-25,1247
24.96,2012-11-26,1248
24.94,2012-11-27,1248
24.93,2012-11-28,1248
24.92,2012-11-29,1248
24.99,2012-11-30,1248
25.05,2012-12-01,1248
25.12,2012-12-02,1248
25.19,2012-12-03,1249
25.25,2012-12-04,1249
25.32,2012-12-05,1249
25.39,2012-12-06,1249
25.46,2012-12-07,1249
25.52,2012-12-08,1249
25.59,2012-12-09,1249
25.66,2012-12-10,1250
25.82,2012-12-11,1250
25.98,2012-12-12,1250
26.06,2012-12-13,1250
26.14,2012-12-14,1250
26.22,2012-12-15,1250
26.3,2012-12-16,1250
26.37,2012-12-17,1251
26.45,2012-12-18,1251
26.53,2012-12-19,1251
26.61,2012-12-20,1251
26.69,2012-12-21,1251
26.78,2012-12-22,1251
26.86,2012-12-23,1251
26.95,2012-12-24,1252
27.03,2012-12-25,1252
27.12,2012-12-26,1252
27.2,2012-12-27,1252
27.29,2012-12-28,1252
27.27,2012-12-29,1252
27.26,2012-12-30,1252
27.25,2012-12-31,1201
27.23,2013-01-01,1301
27.22,2013-01-02,1301
27.2,2013-01-03,1301
27.19,2013-01-04,1301
27.17,2013-01-05,1301
27.16,2013-01-06,1301
27.14,2013-01-07,1302
27.13,2013-01-08,1302
27.11,2013-01-09,1302
27.05,2013-01-10,1302
27.12,2013-01-11,1302
27.2,2013-01-12,1302
27.28,2013-01-13,1302
27.36,2013-01-14,1303
27.29,2013-01-15,1303
27.22,2013-01-16,1303
27.15,2013-01-17,1303
27.07,2013-01-18,1303
27,2013-01-19,1303
26.93,2013-01-20,1303
26.86,2013-01-21,1304
26.8,2013-01-22,1304
26.75,2013-01-23,1304
26.69,2013-01-24,1304
26.64,2013-01-25,1304
26.59,2013-01-26,1304
26.54,2013-01-27,1304
26.49,2013-01-28,1305
26.44,2013-01-29,1305
26.35,2013-01-30,1305
26.25,2013-01-31,1305
26.15,2013-02-01,1305
26.2,2013-02-02,1305
26.25,2013-02-03,1305
26.3,2013-02-04,1306
26.35,2013-02-05,1306
26.4,2013-02-06,1306
26.37,2013-02-07,1306
26.35,2013-02-08,1306
26.28,2013-02-09,1306
26.2,2013-02-10,1306
26.13,2013-02-11,1307
26.05,2013-02-12,1307
25.98,2013-02-13,1307
25.91,2013-02-14,1307
25.83,2013-02-15,1307
25.76,2013-02-16,1307
25.69,2013-02-17,1307
25.62,2013-02-18,1308
25.55,2013-02-19,1308
25.48,2013-02-20,1308
25.41,2013-02-21,1308
25.34,2013-02-22,1308
25.27,2013-02-23,1308
25.2,2013-02-24,1308
25.13,2013-02-25,1309
25.06,2013-02-26,1309
24.99,2013-02-27,1309
24.92,2013-02-28,1309
24.91,2013-03-01,1309
24.9,2013-03-02,1309
24.9,2013-03-03,1309
24.89,2013-03-04,1310
24.88,2013-03-05,1310
24.88,2013-03-06,1310
24.77,2013-03-07,1310
24.67,2013-03-08,1310
24.69,2013-03-09,1310
24.7,2013-03-10,1310
24.72,2013-03-11,1311
24.73,2013-03-12,1311
24.75,2013-03-13,1311
24.76,2013-03-14,1311
24.78,2013-03-15,1311
24.79,2013-03-16,1311
24.81,2013-03-17,1311
24.82,2013-03-18,1312
24.84,2013-03-19,1312
24.85,2013-03-20,1312
24.87,2013-03-21,1312
24.88,2013-03-22,1312
24.89,2013-03-23,1312
24.91,2013-03-24,1312
24.92,2013-03-25,1313
24.94,2013-03-26,1313
24.95,2013-03-27,1313
24.97,2013-03-28,1313
24.98,2013-03-29,1313
25,2013-03-30,1313
25.01,2013-03-31,1313
25.03,2013-04-01,1314
25.04,2013-04-02,1314
25.05,2013-04-03,1314
25.07,2013-04-04,1314
25.16,2013-04-05,1314
25.18,2013-04-06,1314
25.2,2013-04-07,1314
25.22,2013-04-08,1315
25.19,2013-04-09,1315
25.17,2013-04-10,1315
25.14,2013-04-11,1315
25.11,2013-04-12,1315
25.08,2013-04-13,1315
25.05,2013-04-14,1315
25.02,2013-04-15,1316
24.99,2013-04-16,1316
24.96,2013-04-17,1316
24.93,2013-04-18,1316
24.9,2013-04-19,1316
24.87,2013-04-20,1316
24.84,2013-04-21,1316
24.82,2013-04-22,1317
24.79,2013-04-23,1317
24.76,2013-04-24,1317
24.73,2013-04-25,1317
24.7,2013-04-26,1317
24.67,2013-04-27,1317
24.64,2013-04-28,1317
24.61,2013-04-29,1318
24.58,2013-04-30,1318
24.55,2013-05-01,1318
24.53,2013-05-02,1318
24.5,2013-05-03,1318
24.47,2013-05-04,1318
24.44,2013-05-05,1318
24.41,2013-05-06,1319
24.38,2013-05-07,1319
24.27,2013-05-08,1319
24.16,2013-05-09,1319
24.2,2013-05-10,1319
24.27,2013-05-11,1319
24.33,2013-05-12,1319
24.4,2013-05-13,1320
24.46,2013-05-14,1320
24.52,2013-05-15,1320
24.59,2013-05-16,1320
24.65,2013-05-17,1320
24.72,2013-05-18,1320
24.71,2013-05-19,1320
24.7,2013-05-20,1321
24.69,2013-05-21,1321
24.68,2013-05-22,1321
24.67,2013-05-23,1321
24.65,2013-05-24,1321
24.62,2013-05-25,1321
24.59,2013-05-26,1321
24.57,2013-05-27,1322
24.54,2013-05-28,1322
24.52,2013-05-29,1322
24.49,2013-05-30,1322
24.43,2013-05-31,1322
24.36,2013-06-01,1322
24.29,2013-06-02,1322
24.23,2013-06-03,1323
24.15,2013-06-04,1323
24.06,2013-06-05,1323
23.98,2013-06-06,1323
23.99,2013-06-07,1323
23.91,2013-06-08,1323
23.83,2013-06-09,1323
23.75,2013-06-10,1324
23.68,2013-06-11,1324
23.69,2013-06-12,1324
23.71,2013-06-13,1324
23.72,2013-06-14,1324
23.74,2013-06-15,1324
23.75,2013-06-16,1324
23.77,2013-06-17,1325
23.78,2013-06-18,1325
23.86,2013-06-19,1325
23.94,2013-06-20,1325
24.02,2013-06-21,1325
24.09,2013-06-22,1325
24.17,2013-06-23,1325
24.25,2013-06-24,1326
24.33,2013-06-25,1326
24.41,2013-06-26,1326
24.49,2013-06-27,1326
24.57,2013-06-28,1326
24.61,2013-06-29,1326
24.66,2013-06-30,1326
24.71,2013-07-01,1327
24.76,2013-07-02,1327
24.8,2013-07-03,1327
24.85,2013-07-04,1327
25.02,2013-07-05,1327
25.12,2013-07-06,1327
25.22,2013-07-07,1327
25.33,2013-07-08,1328
25.43,2013-07-09,1328
25.57,2013-07-10,1328
25.63,2013-07-11,1328
25.68,2013-07-12,1328
25.73,2013-07-13,1328
25.78,2013-07-14,1328
25.83,2013-07-15,1329
25.88,2013-07-16,1329
25.93,2013-07-17,1329
25.98,2013-07-18,1329
25.98,2013-07-19,1329
25.97,2013-07-20,1329
25.97,2013-07-21,1329
25.96,2013-07-22,1330
25.96,2013-07-23,1330
25.95,2013-07-24,1330
25.94,2013-07-25,1330
25.89,2013-07-26,1330
25.84,2013-07-27,1330
25.78,2013-07-28,1330
25.73,2013-07-29,1331
25.67,2013-07-30,1331
25.62,2013-07-31,1331
25.53,2013-08-01,1331
25.45,2013-08-02,1331
25.36,2013-08-03,1331
25.28,2013-08-04,1331
25.19,2013-08-05,1332
25.11,2013-08-06,1332
25.02,2013-08-07,1332
24.94,2013-08-08,1332
24.85,2013-08-09,1332
24.77,2013-08-10,1332
24.78,2013-08-11,1332
24.79,2013-08-12,1333
24.8,2013-08-13,1333
24.8,2013-08-14,1333
24.81,2013-08-15,1333
24.82,2013-08-16,1333
24.83,2013-08-17,1333
24.84,2013-08-18,1333
24.85,2013-08-19,1334
24.86,2013-08-20,1334
24.87,2013-08-21,1334
24.88,2013-08-22,1334
24.88,2013-08-23,1334
24.89,2013-08-24,1334
24.9,2013-08-25,1334
24.91,2013-08-26,1335
24.92,2013-08-27,1335
24.93,2013-08-28,1335
24.94,2013-08-29,1335
24.95,2013-08-30,1335
25.11,2013-08-31,1335
25.27,2013-09-01,1335
25.43,2013-09-02,1336
25.6,2013-09-03,1336
25.76,2013-09-04,1336
25.92,2013-09-05,1336
25.99,2013-09-06,1336
26.03,2013-09-07,1336
26.06,2013-09-08,1336
26.1,2013-09-09,1337
26.15,2013-09-10,1337
26.2,2013-09-11,1337
26.25,2013-09-12,1337
26.3,2013-09-13,1337
26.32,2013-09-14,1337
26.34,2013-09-15,1337
26.37,2013-09-16,1338
26.39,2013-09-17,1338
26.41,2013-09-18,1338
26.44,2013-09-19,1338
26.46,2013-09-20,1338
26.49,2013-09-21,1338
26.51,2013-09-22,1338
26.53,2013-09-23,1339
26.55,2013-09-24,1339
26.58,2013-09-25,1339
26.6,2013-09-26,1339
26.62,2013-09-27,1339
26.66,2013-09-28,1339
26.69,2013-09-29,1339
26.72,2013-09-30,1340
26.76,2013-10-01,1340
26.79,2013-10-02,1340
26.82,2013-10-03,1340
26.79,2013-10-04,1340
26.76,2013-10-05,1340
26.68,2013-10-06,1340
26.61,2013-10-07,1341
26.71,2013-10-08,1341
26.82,2013-10-09,1341
26.93,2013-10-10,1341
27.07,2013-10-11,1341
27.21,2013-10-12,1341
27.35,2013-10-13,1341
27.5,2013-10-14,1342
27.35,2013-10-15,1342
27.21,2013-10-16,1342
27.06,2013-10-17,1342
26.92,2013-10-18,1342
26.79,2013-10-19,1342
26.65,2013-10-20,1342
26.52,2013-10-21,1343
26.39,2013-10-22,1343
26.25,2013-10-23,1343
26.12,2013-10-24,1343
25.99,2013-10-25,1343
25.86,2013-10-26,1343
25.72,2013-10-27,1343
25.59,2013-10-28,1344
25.46,2013-10-29,1344
25.33,2013-10-30,1344
25.19,2013-10-31,1344
25.21,2013-11-01,1344
25.22,2013-11-02,1344
25.23,2013-11-03,1344
25.24,2013-11-04,1345
25.34,2013-11-05,1345
25.45,2013-11-06,1345
25.55,2013-11-07,1345
25.56,2013-11-08,1345
25.59,2013-11-09,1345
25.61,2013-11-10,1345
25.64,2013-11-11,1346
25.66,2013-11-12,1346
25.68,2013-11-13,1346
25.94,2013-11-14,1346
26.09,2013-11-15,1346
26.25,2013-11-16,1346
26.4,2013-11-17,1346
26.56,2013-11-18,1347
26.71,2013-11-19,1347
26.86,2013-11-20,1347
27.02,2013-11-21,1347
27.17,2013-11-22,1347
27.34,2013-11-23,1347
27.51,2013-11-24,1347
27.68,2013-11-25,1348
27.85,2013-11-26,1348
28.02,2013-11-27,1348
28.18,2013-11-28,1348
28.44,2013-11-29,1348
28.71,2013-11-30,1348
28.54,2013-12-01,1348
28.38,2013-12-02,1349
28.22,2013-12-03,1349
28.06,2013-12-04,1349
27.9,2013-12-05,1349
27.71,2013-12-06,1349
27.53,2013-12-07,1349
27.35,2013-12-08,1349
27.16,2013-12-09,1350
26.98,2013-12-10,1350
26.94,2013-12-11,1350
26.91,2013-12-12,1350
26.88,2013-12-13,1350
26.85,2013-12-14,1350
26.82,2013-12-15,1350
26.78,2013-12-16,1351
26.75,2013-12-17,1351
26.72,2013-12-18,1351
26.69,2013-12-19,1351
26.65,2013-12-20,1351
26.63,2013-12-21,1351
26.61,2013-12-22,1351
26.59,2013-12-23,1352
26.57,2013-12-24,1352
26.54,2013-12-25,1352
26.52,2013-12-26,1352
26.5,2013-12-27,1352
26.48,2013-12-28,1352
26.53,2013-12-29,1352
26.58,2013-12-30,1301
26.63,2013-12-31,1301
26.67,2014-01-01,1401
26.72,2014-01-02,1401
26.77,2014-01-03,1401
26.82,2014-01-04,1401
26.87,2014-01-05,1401
26.92,2014-01-06,1402
26.97,2014-01-07,1402
26.95,2014-01-08,1402
26.94,2014-01-09,1402
26.73,2014-01-10,1402
26.68,2014-01-11,1402
26.65,2014-01-12,1402
26.62,2014-01-13,1403
26.59,2014-01-14,1403
26.56,2014-01-15,1403
26.53,2014-01-16,1403
26.49,2014-01-17,1403
26.46,2014-01-18,1403
26.42,2014-01-19,1403
26.39,2014-01-20,1404
26.36,2014-01-21,1404
26.32,2014-01-22,1404
26.29,2014-01-23,1404
26.3,2014-01-24,1404
26.33,2014-01-25,1404
26.35,2014-01-26,1404
26.37,2014-01-27,1405
26.4,2014-01-28,1405
26.42,2014-01-29,1405
26.44,2014-01-30,1405
26.47,2014-01-31,1405
26.49,2014-02-01,1405
26.51,2014-02-02,1405
26.53,2014-02-03,1406
26.56,2014-02-04,1406
26.58,2014-02-05,1406
26.6,2014-02-06,1406
26.39,2014-02-07,1406
26.18,2014-02-08,1406
25.97,2014-02-09,1406
25.76,2014-02-10,1407
25.77,2014-02-11,1407
25.78,2014-02-12,1407
25.8,2014-02-13,1407
25.79,2014-02-14,1407
25.8,2014-02-15,1407
25.81,2014-02-16,1407
25.81,2014-02-17,1408
25.82,2014-02-18,1408
25.83,2014-02-19,1408
25.93,2014-02-20,1408
26.02,2014-02-21,1408
26.12,2014-02-22,1408
26.22,2014-02-23,1408
26.32,2014-02-24,1409
26.42,2014-02-25,1409
26.52,2014-02-26,1409
26.62,2014-02-27,1409
26.72,2014-02-28,1409
26.83,2014-03-01,1409
26.94,2014-03-02,1409
27.05,2014-03-03,1410
27.16,2014-03-04,1410
27.12,2014-03-05,1410
27.07,2014-03-06,1410
26.97,2014-03-07,1410
27.02,2014-03-08,1410
27.07,2014-03-09,1410
27.12,2014-03-10,1411
27.17,2014-03-11,1411
27.22,2014-03-12,1411
27.27,2014-03-13,1411
27.32,2014-03-14,1411
27.36,2014-03-15,1411
27.4,2014-03-16,1411
27.43,2014-03-17,1412
27.47,2014-03-18,1412
27.51,2014-03-19,1412
27.54,2014-03-20,1412
27.58,2014-03-21,1412
27.62,2014-03-22,1412
27.65,2014-03-23,1412
27.69,2014-03-24,1413
27.73,2014-03-25,1413
27.76,2014-03-26,1413
27.8,2014-03-27,1413
27.84,2014-03-28,1413
27.87,2014-03-29,1413
27.91,2014-03-30,1413
27.95,2014-03-31,1414
27.98,2014-04-01,1414
27.88,2014-04-02,1414
27.78,2014-04-03,1414
27.68,2014-04-04,1414
27.57,2014-04-05,1414
27.43,2014-04-06,1414
27.28,2014-04-07,1415
27.2,2014-04-08,1415
27.12,2014-04-09,1415
27.16,2014-04-10,1415
27.19,2014-04-11,1415
27.22,2014-04-12,1415
27.26,2014-04-13,1415
27.29,2014-04-14,1416
27.33,2014-04-15,1416
27.28,2014-04-16,1416
27.23,2014-04-17,1416
27.17,2014-04-18,1416
27.12,2014-04-19,1416
27.07,2014-04-20,1416
27.02,2014-04-21,1417
26.97,2014-04-22,1417
26.92,2014-04-23,1417
26.87,2014-04-24,1417
26.82,2014-04-25,1417
26.77,2014-04-26,1417
26.72,2014-04-27,1417
26.66,2014-04-28,1418
26.61,2014-04-29,1418
26.56,2014-04-30,1418
26.51,2014-05-01,1418
26.46,2014-05-02,1418
26.41,2014-05-03,1418
26.36,2014-05-04,1418
26.31,2014-05-05,1419
26.26,2014-05-06,1419
26.21,2014-05-07,1419
26.16,2014-05-08,1419
25.97,2014-05-09,1419
25.79,2014-05-10,1419
25.62,2014-05-11,1419
25.44,2014-05-12,1420
25.27,2014-05-13,1420
25.1,2014-05-14,1420
24.93,2014-05-15,1420
24.73,2014-05-16,1420
24.53,2014-05-17,1420
24.33,2014-05-18,1420
24.13,2014-05-19,1421
23.93,2014-05-20,1421
23.73,2014-05-21,1421
23.53,2014-05-22,1421
23.33,2014-05-23,1421
23.13,2014-05-24,1421
22.93,2014-05-25,1421
22.73,2014-05-26,1422
22.53,2014-05-27,1422
22.33,2014-05-28,1422
22.13,2014-05-29,1422
21.93,2014-05-30,1422
21.73,2014-05-31,1422
21.62,2014-06-01,1422
21.52,2014-06-02,1423
21.41,2014-06-03,1423
21.31,2014-06-04,1423
21.2,2014-06-05,1423
21.09,2014-06-06,1423
20.94,2014-06-07,1423
20.79,2014-06-08,1423
20.63,2014-06-09,1424
20.48,2014-06-10,1424
20.33,2014-06-11,1424
20.12,2014-06-12,1424
19.91,2014-06-13,1424
19.71,2014-06-14,1424
19.75,2014-06-15,1424
19.8,2014-06-16,1425
19.85,2014-06-17,1425
19.89,2014-06-18,1425
19.94,2014-06-19,1425
19.99,2014-06-20,1425
20.03,2014-06-21,1425
20.08,2014-06-22,1425
20.12,2014-06-23,1426
20.17,2014-06-24,1426
20.22,2014-06-25,1426
20.26,2014-06-26,1426
20.31,2014-06-27,1426
20.36,2014-06-28,1426
20.4,2014-06-29,1426
20.45,2014-06-30,1427
20.5,2014-07-01,1427
20.54,2014-07-02,1427
20.59,2014-07-03,1427
20.64,2014-07-04,1427
20.68,2014-07-05,1427
20.62,2014-07-06,1427
20.55,2014-07-07,1428
20.49,2014-07-08,1428
20.71,2014-07-09,1428
20.89,2014-07-10,1428
21.07,2014-07-11,1428
21.25,2014-07-12,1428
21.42,2014-07-13,1428
21.6,2014-07-14,1429
21.78,2014-07-15,1429
21.96,2014-07-16,1429
22.13,2014-07-17,1429
22.31,2014-07-18,1429
22.49,2014-07-19,1429
22.66,2014-07-20,1429
22.84,2014-07-21,1430
23.02,2014-07-22,1430
23.19,2014-07-23,1430
23.37,2014-07-24,1430
23.23,2014-07-25,1430
23.09,2014-07-26,1430
22.96,2014-07-27,1430
22.82,2014-07-28,1431
22.68,2014-07-29,1431
22.54,2014-07-30,1431
22.4,2014-07-31,1431
22.26,2014-08-01,1431
22.13,2014-08-02,1431
21.99,2014-08-03,1431
21.85,2014-08-04,1432
21.71,2014-08-05,1432
21.57,2014-08-06,1432
21.44,2014-08-07,1432
21.3,2014-08-08,1432
21.37,2014-08-09,1432
21.45,2014-08-10,1432
21.52,2014-08-11,1433
21.6,2014-08-12,1433
21.67,2014-08-13,1433
21.75,2014-08-14,1433
21.82,2014-08-15,1433
21.9,2014-08-16,1433
21.97,2014-08-17,1433
22.05,2014-08-18,1434
22.12,2014-08-19,1434
22.2,2014-08-20,1434
22.27,2014-08-21,1434
22.35,2014-08-22,1434
22.42,2014-08-23,1434
22.49,2014-08-24,1434
22.57,2014-08-25,1435
22.64,2014-08-26,1435
22.72,2014-08-27,1435
22.79,2014-08-28,1435
22.89,2014-08-29,1435
22.98,2014-08-30,1435
23.06,2014-08-31,1435
23.14,2014-09-01,1436
23.22,2014-09-02,1436
23.3,2014-09-03,1436
23.38,2014-09-04,1436
23.46,2014-09-05,1436
23.5,2014-09-06,1436
23.54,2014-09-07,1436
23.58,2014-09-08,1437
23.62,2014-09-09,1437
